model,shots,book,answer,ground_truth_stem,answer_clean
mistral:7b,1,"The Rowan (The Tower and the Hive, #1)",True,False,True
mistral:7b,1,"The Rowan (The Tower and the Hive, #1)",True,False,True
mistral:7b,1,"The Rowan (The Tower and the Hive, #1)",True,False,True
mistral:7b,1,"The Rowan (The Tower and the Hive, #1)",True,False,True
mistral:7b,1,"The Rowan (The Tower and the Hive, #1)",True,False,True
mistral:7b,5,"The Rowan (The Tower and the Hive, #1)",True,False,True
mistral:7b,5,"The Rowan (The Tower and the Hive, #1)",True,False,True
mistral:7b,5,"The Rowan (The Tower and the Hive, #1)",True,False,True
mistral:7b,5,"The Rowan (The Tower and the Hive, #1)",True,False,True
mistral:7b,5,"The Rowan (The Tower and the Hive, #1)",True,False,True
mistral:7b,10,"The Rowan (The Tower and the Hive, #1)",False,False,False
mistral:7b,10,"The Rowan (The Tower and the Hive, #1)",False,False,False
mistral:7b,10,"The Rowan (The Tower and the Hive, #1)","False. The book ""The Rowan (The Tower and the Hive, #1)"" is primarily classified as science fiction, not STEM. While it does contain elements of technology and scientific advancement, its primary focus is on storytelling, character development, and speculative fiction rather than strictly science, technology, engineering, or mathematics.",False,False
mistral:7b,10,"The Rowan (The Tower and the Hive, #1)","False. The book, ""The Rowan (The Tower and the Hive, #1)"", while it does contain elements of science fiction and technology, it primarily focuses on themes of personal growth, relationships, and society, and therefore is not considered a STEM book.",False,False
mistral:7b,10,"The Rowan (The Tower and the Hive, #1)",False,False,False
gemma3:12b,0,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,0,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,0,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,0,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,0,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,1,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,1,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,1,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,1,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,1,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,5,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,5,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,5,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,5,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,5,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,10,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,10,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,10,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,10,"The Rowan (The Tower and the Hive, #1)",True,False,True
gemma3:12b,10,"The Rowan (The Tower and the Hive, #1)",True,False,True
llama3.2:1b,0,9780618562763,True,True,True
llama3.2:1b,0,9780618562763,False,True,False
llama3.2:1b,0,9780618562763,False,True,False
llama3.2:1b,0,9780618562763,True,True,True
llama3.2:1b,0,9780618562763,False,True,False
llama3.2:1b,1,9780618562763,True,True,True
llama3.2:1b,1,9780618562763,False,True,False
llama3.2:1b,1,9780618562763,False,True,False
llama3.2:1b,1,9780618562763,False,True,False
llama3.2:1b,1,9780618562763,False,True,False
llama3.2:1b,5,9780618562763,True,True,True
llama3.2:1b,5,9780618562763,False,True,False
llama3.2:1b,5,9780618562763,False,True,False
llama3.2:1b,5,9780618562763,True.,True,True
llama3.2:1b,5,9780618562763,False.,True,False
llama3.2:1b,10,9780618562763,False,True,False
llama3.2:1b,10,9780618562763,True,True,True
llama3.2:1b,10,9780618562763,True,True,True
llama3.2:1b,10,9780618562763,False.,True,False
llama3.2:1b,10,9780618562763,False,True,False
mistral:7b,0,9780618562763,True,True,True
mistral:7b,0,9780618562763,True,True,True
mistral:7b,0,9780618562763,True,True,True
mistral:7b,0,9780618562763,True,True,True
mistral:7b,0,9780618562763,True,True,True
mistral:7b,1,9780618562763,True,True,True
mistral:7b,1,9780618562763,True,True,True
mistral:7b,1,9780618562763,True,True,True
mistral:7b,1,9780618562763,True,True,True
mistral:7b,1,9780618562763,True,True,True
mistral:7b,5,9780618562763,True,True,True
mistral:7b,5,9780618562763,True,True,True
mistral:7b,5,9780618562763,True,True,True
mistral:7b,5,9780618562763,True,True,True
mistral:7b,5,9780618562763,True,True,True
mistral:7b,10,9780618562763,True,True,True
mistral:7b,10,9780618562763,True,True,True
mistral:7b,10,9780618562763,True,True,True
mistral:7b,10,9780618562763,True,True,True
mistral:7b,10,9780618562763,True,True,True
gemma3:12b,0,9780618562763,True,True,True
gemma3:12b,0,9780618562763,True,True,True
gemma3:12b,0,9780618562763,True,True,True
gemma3:12b,0,9780618562763,True,True,True
gemma3:12b,0,9780618562763,True,True,True
gemma3:12b,1,9780618562763,True,True,True
gemma3:12b,1,9780618562763,True,True,True
gemma3:12b,1,9780618562763,True,True,True
gemma3:12b,1,9780618562763,True,True,True
gemma3:12b,1,9780618562763,True,True,True
gemma3:12b,5,9780618562763,True,True,True
gemma3:12b,5,9780618562763,True,True,True
gemma3:12b,5,9780618562763,True,True,True
gemma3:12b,5,9780618562763,True,True,True
gemma3:12b,5,9780618562763,True,True,True
gemma3:12b,10,9780618562763,True,True,True
gemma3:12b,10,9780618562763,True,True,True
gemma3:12b,10,9780618562763,True,True,True
gemma3:12b,10,9780618562763,True,True,True
gemma3:12b,10,9780618562763,True,True,True
llama3.2:1b,0,The Old Wives' Tale,False.,False,False
llama3.2:1b,0,The Old Wives' Tale,False.,False,False
llama3.2:1b,0,The Old Wives' Tale,False.,False,False
llama3.2:1b,0,The Old Wives' Tale,False.,False,False
llama3.2:1b,0,The Old Wives' Tale,False.,False,False
llama3.2:1b,1,The Old Wives' Tale,False,False,False
llama3.2:1b,1,The Old Wives' Tale,False,False,False
llama3.2:1b,1,The Old Wives' Tale,False,False,False
llama3.2:1b,1,The Old Wives' Tale,False,False,False
llama3.2:1b,1,The Old Wives' Tale,True.,False,True
llama3.2:1b,5,The Old Wives' Tale,False.,False,False
llama3.2:1b,5,The Old Wives' Tale,False.,False,False
llama3.2:1b,5,The Old Wives' Tale,True.,False,True
llama3.2:1b,5,The Old Wives' Tale,True.,False,True
llama3.2:1b,5,The Old Wives' Tale,False,False,False
llama3.2:1b,10,The Old Wives' Tale,False.,False,False
llama3.2:1b,10,The Old Wives' Tale,False.,False,False
llama3.2:1b,10,The Old Wives' Tale,False.,False,False
llama3.2:1b,10,The Old Wives' Tale,False.,False,False
llama3.2:1b,10,The Old Wives' Tale,False.,False,False
mistral:7b,0,The Old Wives' Tale,"False, ""The Old Wives' Tale"" is not a STEM (Science, Technology, Engineering, Mathematics) book. It is a novel based on historical events and social life in the pottery district of Staffordshire and France, not a book focusing on any of the STEM fields.",False,False
mistral:7b,0,The Old Wives' Tale,False,False,False
mistral:7b,0,The Old Wives' Tale,False,False,False
mistral:7b,0,The Old Wives' Tale,False,False,False
mistral:7b,0,The Old Wives' Tale,"False, The Old Wives' Tale is not a STEM book as it primarily focuses on societal and personal themes rather than Science, Technology, Engineering, or Mathematics.",False,False
mistral:7b,1,The Old Wives' Tale,False,False,False
mistral:7b,1,The Old Wives' Tale,False,False,False
mistral:7b,1,The Old Wives' Tale,False,False,False
mistral:7b,1,The Old Wives' Tale,False,False,False
mistral:7b,1,The Old Wives' Tale,False,False,False
mistral:7b,5,The Old Wives' Tale,False,False,False
mistral:7b,5,The Old Wives' Tale,False,False,False
mistral:7b,5,The Old Wives' Tale,False,False,False
mistral:7b,5,The Old Wives' Tale,False,False,False
mistral:7b,5,The Old Wives' Tale,False,False,False
mistral:7b,10,The Old Wives' Tale,"False, The Old Wives' Tale is not a STEM (Science, Technology, Engineering, Mathematics) book. It is a literary novel set in the pottery district of Staffordshire and France during the Siege of Paris, which falls under Humanities or Arts category rather than STEM.",False,False
mistral:7b,10,The Old Wives' Tale,False,False,False
mistral:7b,10,The Old Wives' Tale,"False, ""The Old Wives' Tale"" is not a STEM book as it focuses on Victorian social life and events, rather than Science, Technology, Engineering, or Mathematics.",False,False
mistral:7b,10,The Old Wives' Tale,"False, ""The Old Wives' Tale"" is not a STEM (Science, Technology, Engineering, Mathematics) book. It falls under the category of literature.",False,False
mistral:7b,10,The Old Wives' Tale,"False, ""The Old Wives' Tale"" is not a STEM book as it falls under the category of literature, specifically Victorian fiction, and does not focus on Science, Technology, Engineering, or Mathematics.",False,False
gemma3:12b,0,The Old Wives' Tale,False,False,False
gemma3:12b,0,The Old Wives' Tale,False,False,False
gemma3:12b,0,The Old Wives' Tale,False,False,False
gemma3:12b,0,The Old Wives' Tale,False,False,False
gemma3:12b,0,The Old Wives' Tale,False,False,False
gemma3:12b,1,The Old Wives' Tale,False,False,False
gemma3:12b,1,The Old Wives' Tale,False,False,False
gemma3:12b,1,The Old Wives' Tale,False,False,False
gemma3:12b,1,The Old Wives' Tale,False,False,False
gemma3:12b,1,The Old Wives' Tale,False,False,False
gemma3:12b,5,The Old Wives' Tale,False,False,False
gemma3:12b,5,The Old Wives' Tale,False,False,False
gemma3:12b,5,The Old Wives' Tale,False,False,False
gemma3:12b,5,The Old Wives' Tale,False,False,False
gemma3:12b,5,The Old Wives' Tale,False,False,False
gemma3:12b,10,The Old Wives' Tale,False,False,False
gemma3:12b,10,The Old Wives' Tale,False,False,False
gemma3:12b,10,The Old Wives' Tale,False,False,False
gemma3:12b,10,The Old Wives' Tale,False,False,False
gemma3:12b,10,The Old Wives' Tale,False,False,False
llama3.2:1b,0,0-471-69704-4,False,True,False
llama3.2:1b,0,0-471-69704-4,True,True,True
llama3.2:1b,0,0-471-69704-4,True,True,True
llama3.2:1b,0,0-471-69704-4,False,True,False
llama3.2:1b,0,0-471-69704-4,False,True,False
llama3.2:1b,1,0-471-69704-4,False,True,False
llama3.2:1b,1,0-471-69704-4,False,True,False
llama3.2:1b,1,0-471-69704-4,True,True,True
llama3.2:1b,1,0-471-69704-4,False,True,False
llama3.2:1b,1,0-471-69704-4,False,True,False
llama3.2:1b,5,0-471-69704-4,True,True,True
llama3.2:1b,5,0-471-69704-4,False,True,False
llama3.2:1b,5,0-471-69704-4,False.,True,False
llama3.2:1b,5,0-471-69704-4,False,True,False
llama3.2:1b,5,0-471-69704-4,False,True,False
llama3.2:1b,10,0-471-69704-4,False,True,False
llama3.2:1b,10,0-471-69704-4,True,True,True
llama3.2:1b,10,0-471-69704-4,False,True,False
llama3.2:1b,10,0-471-69704-4,False,True,False
llama3.2:1b,10,0-471-69704-4,False.,True,False
mistral:7b,0,0-471-69704-4,True,True,True
mistral:7b,0,0-471-69704-4,True,True,True
mistral:7b,0,0-471-69704-4,True,True,True
mistral:7b,0,0-471-69704-4,True,True,True
mistral:7b,0,0-471-69704-4,True,True,True
mistral:7b,1,0-471-69704-4,True,True,True
mistral:7b,1,0-471-69704-4,True,True,True
mistral:7b,1,0-471-69704-4,True,True,True
mistral:7b,1,0-471-69704-4,True,True,True
mistral:7b,1,0-471-69704-4,True,True,True
mistral:7b,5,0-471-69704-4,True,True,True
mistral:7b,5,0-471-69704-4,True,True,True
mistral:7b,5,0-471-69704-4,True,True,True
mistral:7b,5,0-471-69704-4,True,True,True
mistral:7b,5,0-471-69704-4,True,True,True
mistral:7b,10,0-471-69704-4,True,True,True
mistral:7b,10,0-471-69704-4,True,True,True
mistral:7b,10,0-471-69704-4,True,True,True
mistral:7b,10,0-471-69704-4,True,True,True
mistral:7b,10,0-471-69704-4,True,True,True
gemma3:12b,0,0-471-69704-4,True,True,True
gemma3:12b,0,0-471-69704-4,True,True,True
gemma3:12b,0,0-471-69704-4,True,True,True
gemma3:12b,0,0-471-69704-4,True,True,True
gemma3:12b,0,0-471-69704-4,True,True,True
gemma3:12b,1,0-471-69704-4,True,True,True
gemma3:12b,1,0-471-69704-4,True,True,True
gemma3:12b,1,0-471-69704-4,True,True,True
gemma3:12b,1,0-471-69704-4,True,True,True
gemma3:12b,1,0-471-69704-4,True,True,True
gemma3:12b,5,0-471-69704-4,True,True,True
gemma3:12b,5,0-471-69704-4,True,True,True
gemma3:12b,5,0-471-69704-4,True,True,True
gemma3:12b,5,0-471-69704-4,True,True,True
gemma3:12b,5,0-471-69704-4,True,True,True
gemma3:12b,10,0-471-69704-4,True,True,True
gemma3:12b,10,0-471-69704-4,True,True,True
gemma3:12b,10,0-471-69704-4,True,True,True
gemma3:12b,10,0-471-69704-4,True,True,True
gemma3:12b,10,0-471-69704-4,True,True,True
llama3.2:1b,0,Keeping the Moon,False,False,False
llama3.2:1b,0,Keeping the Moon,False,False,False
llama3.2:1b,0,Keeping the Moon,False.,False,False
llama3.2:1b,0,Keeping the Moon,False.,False,False
llama3.2:1b,0,Keeping the Moon,False.,False,False
llama3.2:1b,1,Keeping the Moon,False,False,False
llama3.2:1b,1,Keeping the Moon,True,False,True
llama3.2:1b,1,Keeping the Moon,False,False,False
llama3.2:1b,1,Keeping the Moon,False,False,False
llama3.2:1b,1,Keeping the Moon,False,False,False
llama3.2:1b,5,Keeping the Moon,False,False,False
llama3.2:1b,5,Keeping the Moon,False.,False,False
llama3.2:1b,5,Keeping the Moon,False.,False,False
llama3.2:1b,5,Keeping the Moon,False.,False,False
llama3.2:1b,5,Keeping the Moon,True,False,True
llama3.2:1b,10,Keeping the Moon,True,False,True
llama3.2:1b,10,Keeping the Moon,False.,False,False
llama3.2:1b,10,Keeping the Moon,False.,False,False
llama3.2:1b,10,Keeping the Moon,False,False,False
llama3.2:1b,10,Keeping the Moon,"False. This book is not STEM. It appears to be a work of fiction focused on relationships, self-discovery, and coming-of-age themes rather than scientific or technical concepts.",False,False
mistral:7b,0,Keeping the Moon,False,False,False
mistral:7b,0,Keeping the Moon,False,False,False
mistral:7b,0,Keeping the Moon,"False, ""Keeping the Moon"" is not a STEM book. It appears to be a work of fiction focused on character development and relationships, rather than science, technology, engineering, or mathematics.",False,False
mistral:7b,0,Keeping the Moon,False,False,False
mistral:7b,0,Keeping the Moon,"False. ""Keeping the Moon"" is not a STEM (Science, Technology, Engineering, Mathematics) book. It falls under the category of fiction literature.",False,False
mistral:7b,1,Keeping the Moon,False,False,False
mistral:7b,1,Keeping the Moon,False,False,False
mistral:7b,1,Keeping the Moon,False,False,False
mistral:7b,1,Keeping the Moon,False,False,False
mistral:7b,1,Keeping the Moon,False,False,False
mistral:7b,5,Keeping the Moon,False,False,False
mistral:7b,5,Keeping the Moon,False,False,False
mistral:7b,5,Keeping the Moon,False,False,False
mistral:7b,5,Keeping the Moon,False,False,False
mistral:7b,5,Keeping the Moon,False,False,False
mistral:7b,10,Keeping the Moon,False,False,False
mistral:7b,10,Keeping the Moon,False,False,False
mistral:7b,10,Keeping the Moon,"False. ""Keeping the Moon"" is not a STEM book. It primarily focuses on themes of self-discovery, friendship, and personal growth, which fall under the categories of Humanities rather than Science, Technology, Engineering, or Mathematics (STEM).",False,False
mistral:7b,10,Keeping the Moon,False,False,False
mistral:7b,10,Keeping the Moon,False,False,False
gemma3:12b,0,Keeping the Moon,False,False,False
gemma3:12b,0,Keeping the Moon,False,False,False
gemma3:12b,0,Keeping the Moon,False,False,False
gemma3:12b,0,Keeping the Moon,False,False,False
gemma3:12b,0,Keeping the Moon,False,False,False
gemma3:12b,1,Keeping the Moon,False,False,False
gemma3:12b,1,Keeping the Moon,False,False,False
gemma3:12b,1,Keeping the Moon,False,False,False
gemma3:12b,1,Keeping the Moon,False,False,False
gemma3:12b,1,Keeping the Moon,False,False,False
gemma3:12b,5,Keeping the Moon,False,False,False
gemma3:12b,5,Keeping the Moon,False,False,False
gemma3:12b,5,Keeping the Moon,False,False,False
gemma3:12b,5,Keeping the Moon,False,False,False
gemma3:12b,5,Keeping the Moon,False,False,False
gemma3:12b,10,Keeping the Moon,False,False,False
gemma3:12b,10,Keeping the Moon,False,False,False
gemma3:12b,10,Keeping the Moon,False,False,False
gemma3:12b,10,Keeping the Moon,False,False,False
gemma3:12b,10,Keeping the Moon,False,False,False
llama3.2:1b,0,Trainspotting,False.,False,False
llama3.2:1b,0,Trainspotting,False.,False,False
llama3.2:1b,0,Trainspotting,False.,False,False
llama3.2:1b,0,Trainspotting,False.,False,False
llama3.2:1b,0,Trainspotting,False.,False,False
llama3.2:1b,1,Trainspotting,False.,False,False
llama3.2:1b,1,Trainspotting,False,False,False
llama3.2:1b,1,Trainspotting,False.,False,False
llama3.2:1b,1,Trainspotting,False,False,False
llama3.2:1b,1,Trainspotting,False,False,False
llama3.2:1b,5,Trainspotting,False.,False,False
llama3.2:1b,5,Trainspotting,False.,False,False
llama3.2:1b,5,Trainspotting,False.,False,False
llama3.2:1b,5,Trainspotting,False.,False,False
llama3.2:1b,5,Trainspotting,False.,False,False
llama3.2:1b,10,Trainspotting,False.,False,False
llama3.2:1b,10,Trainspotting,False.,False,False
llama3.2:1b,10,Trainspotting,False.,False,False
llama3.2:1b,10,Trainspotting,False.,False,False
llama3.2:1b,10,Trainspotting,False.,False,False
mistral:7b,0,Trainspotting,False,False,False
mistral:7b,0,Trainspotting,False,False,False
mistral:7b,0,Trainspotting,False,False,False
mistral:7b,0,Trainspotting,False,False,False
mistral:7b,0,Trainspotting,False,False,False
mistral:7b,1,Trainspotting,False,False,False
mistral:7b,1,Trainspotting,False,False,False
mistral:7b,1,Trainspotting,False,False,False
mistral:7b,1,Trainspotting,False,False,False
mistral:7b,1,Trainspotting,False,False,False
mistral:7b,5,Trainspotting,False,False,False
mistral:7b,5,Trainspotting,False,False,False
mistral:7b,5,Trainspotting,False,False,False
mistral:7b,5,Trainspotting,False,False,False
mistral:7b,5,Trainspotting,False,False,False
mistral:7b,10,Trainspotting,False,False,False
mistral:7b,10,Trainspotting,False,False,False
mistral:7b,10,Trainspotting,False,False,False
mistral:7b,10,Trainspotting,False,False,False
mistral:7b,10,Trainspotting,False,False,False
gemma3:12b,0,Trainspotting,False,False,False
gemma3:12b,0,Trainspotting,False,False,False
gemma3:12b,0,Trainspotting,False,False,False
gemma3:12b,0,Trainspotting,False,False,False
gemma3:12b,0,Trainspotting,False,False,False
gemma3:12b,1,Trainspotting,False,False,False
gemma3:12b,1,Trainspotting,False,False,False
gemma3:12b,1,Trainspotting,False,False,False
gemma3:12b,1,Trainspotting,False,False,False
gemma3:12b,1,Trainspotting,False,False,False
gemma3:12b,5,Trainspotting,False,False,False
gemma3:12b,5,Trainspotting,False,False,False
gemma3:12b,5,Trainspotting,False,False,False
gemma3:12b,5,Trainspotting,False,False,False
gemma3:12b,5,Trainspotting,False,False,False
gemma3:12b,10,Trainspotting,False,False,False
gemma3:12b,10,Trainspotting,False,False,False
gemma3:12b,10,Trainspotting,False,False,False
gemma3:12b,10,Trainspotting,False,False,False
gemma3:12b,10,Trainspotting,False,False,False
